espèce source,interaction,espèce cible,source,poids,commentaire
pomme de terre,favorise,pois,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Défavorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardinage Biologique', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",14.0,
pomme de terre,défavorise,poivron,"Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Rustica', Défavorise d'après 'Jardipartage'",4.0,
pomme de terre,défavorise,pomme,Défavorise d'après 'Sustainable Gardening Australia',1.0,
pomme de terre,défavorise,pâtisson,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",2.0,
pomme de terre,favorise,pétunia,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie'",3.0,
pomme de terre,favorise,radis,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Defi Ecologique'",1.0,
pomme de terre,favorise,raifort,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Companion planting', Favorise d'après 'Companion gardening', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Jardinage Biologique', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",12.0,
pomme de terre,favorise,roquette,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
pomme de terre,défavorise,rutabaga,Défavorise d'après 'Companion planting',1.0,
pomme de terre,favorise,soucis,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'IDEP Foundation', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Companion planting', Favorise d'après 'Companion Planting  The Natural Way to Gardening'",10.0,
pomme de terre,favorise,tanaisie,Favorise d'après 'Ekopedia : cultures associées',1.0,
pomme de terre,favorise,thym,Favorise d'après 'Ekopedia : cultures associées',1.0,
pomme de terre,défavorise,tomate,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Companion Planting  The Natural Way to Gardening', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Le Monde', Défavorise d'après 'Ecological Agriculture Projects, McGill University', Défavorise d'après 'Companion planting', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Rustica', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Jardipartage', Défavorise d'après 'Companion gardening', Défavorise d'après 'ATTRA. National Sustainable Agriculture Information Service'",18.0,
pomme de terre,défavorise,tournesol,"Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Rustica', Défavorise d'après 'Ecological Agriculture Projects, McGill University', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'IDEP Foundation'",5.0,
pomme de terre,favorise,œillet d'inde,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins'",4.0,
prune,favorise,capucine,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
prune,défavorise,cerise,Défavorise d'après 'Ooreka',1.0,
prune,favorise,framboise,Favorise d'après 'Ooreka',1.0,
prune,favorise,ortie,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
prune,favorise,raifort,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",2.0,
prune,favorise,soucis,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
pâtisson,défavorise,pomme de terre,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
pétunia,favorise,haricots,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Plantes amies, ennemies'",2.0,
pétunia,favorise,pomme de terre,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie'",3.0,
pêche,favorise,ail,Favorise d'après 'Sustainable Gardening Australia',1.0,
pêche,favorise,asperge,Favorise d'après 'Ekopedia : cultures associées',1.0,
pêche,favorise,fraise,Favorise d'après 'Ekopedia : cultures associées',1.0,
pêche,favorise,maïs,Favorise d'après 'Ekopedia : cultures associées',1.0,
pêche,favorise,oignon,Favorise d'après 'Ekopedia : cultures associées',1.0,
pêche,favorise,raifort,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
pêche,favorise,vigne,Favorise d'après 'Ekopedia : cultures associées',1.0,
radis,favorise,ail,"Favorise d'après 'Jardin Bio', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",6.0,
radis,favorise,aneth,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
radis,favorise,artichaut,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ecological Agriculture Projects, McGill University'",5.0,
radis,favorise,asperge,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",1.0,
radis,favorise,aubergine,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",3.0,
radis,favorise,betterave,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Plantes amies, ennemies'",8.0,
radis,favorise,blettes,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées'",5.0,
radis,défavorise,brocoli,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",2.0,
radis,favorise,capucine,"Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion planting', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",8.0,
radis,favorise,cardon,Favorise d'après 'Ekopedia : cultures associées',1.0,
radis,favorise,carotte,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Jardin Bio', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Companion planting', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Companion gardening', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",23.0,
radis,favorise,cerfeuil,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion planting', Défavorise d'après 'Le Monde', Défavorise d'après 'Jardipartage', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",9.0,
radis,défavorise,chou de bruxelles,"Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
radis,défavorise,chou-rave,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",2.0,
radis,défavorise,choux,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Défavorise d'après 'Defi Ecologique', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Jardipartage', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Défavorise d'après 'Rustica', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",3.0,
radis,défavorise,ciboulette,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
radis,favorise,concombre,"Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Rustica', Favorise d'après 'Jardinage Biologique', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Defi Ecologique', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion planting', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Companion gardening', Défavorise d'après 'Jardipartage', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Plantes amies, ennemies', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",10.0,
radis,favorise,coriandre,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
radis,défavorise,cornichon,"Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Jardipartage', Défavorise d'après 'Rustica', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
radis,favorise,"courge, citrouille, potiron","Favorise d'après 'Companion planting', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Défavorise d'après 'Rustica', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Défavorise d'après 'Jardipartage', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'good and bad companions for vegetables'",4.0,
radis,défavorise,courgette,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Jardipartage', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",5.0,
radis,favorise,cresson,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le potager de Marie', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",8.0,
radis,favorise,céleris,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ecological Agriculture Projects, McGill University'",6.0,
radis,favorise,endive,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",2.0,
radis,favorise,epinard,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion gardening', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jean Monet. Le jardin des Monet'",16.0,
radis,défavorise,fenouil,"Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Defi Ecologique'",1.0,
radis,favorise,fraise,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",8.0,
radis,favorise,fève fèverole,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",7.0,
radis,favorise,haricots,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le potager de Marie', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Jardin Bio', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.'",21.0,
radis,défavorise,hysope,"Défavorise d'après 'Ecological Agriculture Projects, McGill University', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Companion planting'",4.0,
radis,favorise,laitue,"Favorise d'après 'Jardin Bio', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'good and bad companions for vegetables'",24.0,
radis,favorise,maïs,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion gardening', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
radis,favorise,melon,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Companion planting', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",6.0,
radis,favorise,menthe,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
radis,défavorise,navet,"Défavorise d'après 'Jardipartage', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Defi Ecologique'",3.0,
radis,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
radis,favorise,origan,Favorise d'après 'IDEP Foundation',1.0,
radis,favorise,panais,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Plantes amies, ennemies'",6.0,
radis,favorise,persil,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Le potager de Marie', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardin Bio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",8.0,
radis,favorise,piment,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
radis,favorise,poireau,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",2.0,
