espèce source,interaction,espèce cible,source,poids,commentaire
choux,favorise,aneth,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",13.0,
choux,favorise,anis,Favorise d'après 'Le potager de Marie',1.0,
choux,favorise,artichaut,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
choux,favorise,basilic,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion planting'",4.0,
choux,favorise,betterave,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Jardin Bio', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Companion planting', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion gardening', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",25.0,
choux,favorise,blettes,"Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",9.0,
choux,favorise,bourrache,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'Association FredoBio', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",6.0,
choux,favorise,brocoli,Favorise d'après 'Le potager de Marie',1.0,
choux,favorise,camomille,"Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion gardening', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",13.0,
choux,favorise,capucine,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion planting', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",10.0,
choux,favorise,carotte,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Défavorise d'après 'Defi Ecologique', Favorise d'après 'Ecological Agriculture Projects, McGill University', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie'",8.0,
choux,défavorise,chicorée,"Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",4.0,
choux,défavorise,chou de bruxelles,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
choux,défavorise,ciboulette,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
choux,favorise,concombre,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Jardin Bio', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Companion gardening'",16.0,
choux,favorise,coriandre,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",5.0,
choux,favorise,cornichon,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Jardin Bio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",5.0,
choux,favorise,"courge, citrouille, potiron","Favorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Defi Ecologique', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
choux,défavorise,courgette,Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
choux,défavorise,cresson,"Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",1.0,
choux,favorise,cucurbitaceae,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
choux,favorise,céleris,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'IDEP Foundation', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Association FredoBio', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Jardin Bio', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Companion gardening', Favorise d'après 'Companion planting'",26.0,
choux,défavorise,echalote,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Jardipartage', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Rustica'",6.0,
choux,favorise,endive,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Defi Ecologique'",3.0,
choux,favorise,epinard,"Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion planting', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion gardening', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",18.0,
choux,favorise,estragon,Favorise d'après 'Ekopedia : cultures associées',1.0,
choux,défavorise,fenouil,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardinage Biologique', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Defi Ecologique'",3.0,
choux,favorise,figue,Favorise d'après 'Ekopedia : cultures associées',1.0,
choux,défavorise,fraise,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardinage Biologique', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Rustica', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Companion planting', Défavorise d'après 'Jardinage Biologique', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Jardipartage', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Ecological Agriculture Projects, McGill University', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",13.0,
choux,défavorise,framboise,Défavorise d'après 'Companion planting',1.0,
choux,favorise,fève fèverole,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion gardening', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ecological Agriculture Projects, McGill University'",8.0,
choux,favorise,haricots,"Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion gardening', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Défavorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jardin Bio', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Companion planting'",18.0,
choux,favorise,hysope,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion planting'",5.0,
choux,favorise,laitue,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'IDEP Foundation', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Companion planting', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Jardin Bio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Bonnes et mauvaises associations dans le potager'",20.0,
choux,favorise,lavande,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'IDEP Foundation'",2.0,
choux,favorise,melon,Favorise d'après 'Ekopedia : cultures associées',1.0,
choux,favorise,menthe,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardin Bio', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Plantes amies, ennemies', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",13.0,
choux,favorise,mâche,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Defi Ecologique'",5.0,
choux,favorise,mélisse,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
choux,défavorise,navet,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
choux,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
choux,favorise,oignon,"Favorise d'après 'Companion planting', Favorise d'après 'IDEP Foundation', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardin Bio', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Companion gardening', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'good and bad companions for vegetables', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Rustica', Défavorise d'après 'Jardinage Biologique', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Jardipartage'",5.0,
choux,favorise,origan,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Companion planting'",7.0,
choux,favorise,phacélie,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",1.0,
choux,défavorise,poireau,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Rustica', Défavorise d'après 'Jardipartage', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Defi Ecologique'",6.0,
choux,favorise,pois,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion gardening', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'IDEP Foundation', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jean Monet. Le jardin des Monet'",15.0,
choux,favorise,poivron,"Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
choux,favorise,pomme de terre,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Companion planting', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardin Bio', Favorise d'après 'Le potager de Marie', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",20.0,
choux,défavorise,radis,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Rustica', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Jardipartage', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",1.0,
choux,favorise,romarin,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Jardin Bio', Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",13.0,
choux,défavorise,rue,Défavorise d'après 'IDEP Foundation',1.0,
choux,défavorise,réglisse,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
choux,favorise,salsifis,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
choux,favorise,sarriette,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",4.0,
